difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,In cloud operations what does IaC stand for?,Infrastructure as Code,Internet access control,Integrated application cache,Internal address conversion,A,IaC stands for Infrastructure as Code.,iac meaning,infrastructure as code,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.4 - Infrastructure as Code.md
easy,What operational infrastructure can infrastructure as code describe in cloud environments?,An infrastructure,Only a network cable layout,Only a firewall rulebase,Only a router boot process,A,Infrastructure as code describes infrastructure in cloud operations.,iac purpose,describe infrastructure,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.4 - Infrastructure as Code.md
easy,What format do IaC uses instead of manual building?,A YAML file,A spreadsheet only,A binary image,A PDF document,A,IaC uses a YAML file instead of building manually.,iac implementation,yaml file,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.4 - Infrastructure as Code.md
easy,How important is infrastructure as code in cloud computing?,An important part of cloud computing,A legacy feature unrelated to cloud,Only useful for copper cabling,Only for wireless tuning,A,Infrastructure as code is an important part of cloud computing.,iac relevance,important in cloud computing,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.4 - Infrastructure as Code.md
easy,Which source control platforms are used with infrastructure as code?,GitHub or GitLab,Dropbox or OneDrive,Slack or Teams,Outlook or Gmail,A,GitHub and GitLab are used with infrastructure as code.,iac tooling,github or gitlab,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.4 - Infrastructure as Code.md
easy,What purpose does a playbook serve in an infrastructure-as-code workflow?,A book that allows a broad process to be documented and followed repeatedly,A cable map for a single rack only,A list of router passwords,A wireless channel chart,A,A playbook documents a broad process so that process can be followed repeatedly.,playbook definition,broad repeatable process,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.4 - Infrastructure as Code.md
easy,Which authentication approach is used in a Zero Trust security model?,Policy based authentication,Password free authentication only,Certificate revocation only,Proxy based authentication only,A,A Zero Trust security model uses policy-based authentication.,zero trust,policy based authentication,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.3 - Zero Trust.md
easy,In network security what does SASE stand for?,Secure Access Service Edge,Security Access Switching Engine,Serial Access Service Endpoint,Standard Application Security Exchange,A,SASE stands for Secure Access Service Edge.,sase meaning,secure access service edge,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.3 - Zero Trust.md
easy,What kind of secure access approach is SASE commonly described as?,A next generation VPN,An older coax standard,A physical connector family,A classful subnet model,A,SASE is described as a next-generation VPN.,sase description,next generation vpn,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.3 - Zero Trust.md
easy,How is the security model behind SASE characterized compared with older perimeter models?,A more active security approach,A passive cabling approach,A hardware offload approach,A multicast only approach,A,The security approach behind SASE is characterized as more active.,sase security posture,active security approach,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.3 - Zero Trust.md
easy,How long is an IPv6 address?,128 bits,32 bits,64 bits,256 bits,A,IPv6 is a 128 bit address.,ipv6 basics,128 bit address,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,Which of the following is a valid IPv6 address?,fe80::5d18:652:cffd:8f52,2600:DDDD:1111:1::1,2001:db8::1,::1,A,`fe80::5d18:652:cffd:8f52` is a valid IPv6 address.,ipv6 basics,address example,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,What kind of IP traffic does 6to4 carry across an existing IPv4 network?,IPv6,IPv4 only,ARP requests,TCP headers,A,6to4 addressing sends IPv6 traffic over an existing IPv4 network.,ipv4 to ipv6,6to4 purpose,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,How does 6to4 derive its IPv6 address from an IPv4 address?,Based on the IPv4 address,By copying the MAC address,By using a VLAN ID,By hashing the hostname,A,6to4 creates an IPv6 address based on the IPv4 address.,ipv4 to ipv6,6to4 address creation,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,How available is 6to4 on Windows?,It is no longer available as an option on Windows,It is the default on every Windows host,It only works on Windows Server,It requires IPv6 to be disabled,A,6to4 is no longer available as an option on Windows.,ipv4 to ipv6,6to4 windows availability,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,What kind of IP traffic does 4in6 tunneling carry over an IPv6 network?,Tunnel IPv4 traffic on an IPv6 network,Tunnel IPv6 traffic on an IPv4 network only,Translate IPv6 into MAC addresses,Replace NAT64,A,4in6 tunneling carries IPv4 traffic on an IPv6 network.,ipv4 to ipv6,4in6 purpose,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,Which IP protocol versions can a dual-stack network use?,Having the option to use both IPv4 and IPv6,Using two default gateways at once,Running two DNS servers only,Using only IPv6 with NAT,A,Dual stack means a network can use both IPv4 and IPv6.,ipv4 to ipv6,dual stack definition,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,How does dual-stack networking run IPv4 and IPv6 on the same network?,Run both at the same time,Alternate between them every minute,Use IPv4 only for routing,Use IPv6 only for DNS,A,Dual-stack networking runs IPv4 and IPv6 at the same time.,ipv4 to ipv6,dual stack simultaneous,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,How does IPv4-to-IPv6 translation convert network traffic between protocol versions?,Convert between IPv4 and IPv6,Compress an IPv6 address,Build a routing table,Assign a subnet mask,A,IPv4-to-IPv6 translation means converting between IPv4 and IPv6.,ipv4 to ipv6,translate definition,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,Which two components are used for IPv4-to-IPv6 translation?,A NAT64 router and a DNS64 server,A dual stack switch and a relay router,A firewall and a WLC,A SAN and a proxy,A,A NAT64 router and a DNS64 server are used for IPv4-to-IPv6 translation.,ipv4 to ipv6,nat64 and dns64,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
easy,What translation requirement applies to NAT64 communication?,Something in the middle to translate,Only a Layer 1 repeater,Only a loopback address,No additional device,A,NAT64 communication requires an intermediate device to perform translation and naming.,ipv4 to ipv6,translator in the middle,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 5/1.8.5 - IPv6 Addressing.md
medium,What media type does 1000BASE-T use?,Copper,Fiber,Coaxial,Wireless,A,1000BASE-T uses copper media.,ethernet standard,1000base t media,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
medium,What speed does 1000BASE-T provide?,1 Gbps,10 Gbps,100 Mbps,40 Gbps,A,1000BASE-T provides 1 Gbps speed.,ethernet standard,1000base t speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
medium,What media type does 10GBASE-T use?,Copper,Fiber,Coaxial,Twinax only,A,10GBASE-T uses copper media.,ethernet standard,10gbase t media,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
medium,What speed does 10GBASE-T provide?,10 Gbps,1 Gbps,100 Mbps,16 Gbps,A,10GBASE-T provides 10 Gbps speed.,ethernet standard,10gbase t speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
medium,What media type does 1000BASE-SX use?,Fiber,Copper,Coaxial,Wireless,A,1000BASE-SX uses fiber media.,ethernet standard,1000base sx media,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
medium,What speed does 1000BASE-SX provide?,1 Gbps,10 Gbps,100 Mbps,4 Gbps,A,1000BASE-SX provides 1 Gbps speed.,ethernet standard,1000base sx speed,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
easy,In Ethernet naming what does BASE stand for?,Baseband,Broadband,Backbone Access Switching Ethernet,Bridge Aggregation Service Extension,A,BASE stands for Baseband.,ethernet terminology,base means baseband,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
easy,In Ethernet naming what does the letter T stand for?,Twisted pair copper,Terminated coax,Transceiver trunking,Tunnel transport,A,T stands for twisted pair copper.,ethernet terminology,t means twisted pair,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
easy,In Ethernet naming what does the letter F stand for?,Fiber,Fast Ethernet,Frame relay,Frequency,A,F stands for fiber.,ethernet terminology,f means fiber,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
easy,In Ethernet naming what does SX refer to?,Short wavelength light sent over fiber,Standard crossover copper,Shielded x pair wiring,Serial extension,A,SX means short wavelength light sent over fiber.,ethernet terminology,sx meaning,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
easy,What range is associated with multimode fiber?,Short range up to 2 kilometers,Long range up to 100 kilometers,Short range up to 100 meters,Unlimited metro range,A,Multimode fiber is short range up to 2 kilometers.,fiber modes,multimode range,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.3 - Optical Fiber.md
easy,What light source does multimode fiber use?,An LED with multiple signals,A laser beam at a time,An RF antenna,An infrared serial port,A,Multimode fiber uses an LED with multiple signals.,fiber modes,multimode light source,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.3 - Optical Fiber.md
easy,What range is associated with single-mode fiber?,Up to 100 kilometers,Up to 2 kilometers,Up to 500 meters only,Up to 10 meters only,A,Single-mode fiber reaches up to 100 kilometers.,fiber modes,single mode range,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.3 - Optical Fiber.md
easy,What light source does single-mode fiber use?,Laser beams one beam at a time,An LED with multiple signals,A microwave dish,A copper transceiver,A,Single-mode fiber uses laser beams one beam at a time.,fiber modes,single mode light source,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.3 - Optical Fiber.md
hard,What security protection can be applied to GRE data?,It can be encrypted,It automatically uses plaintext only,It strips all IP headers,It replaces TCP with ICMP,A,GRE data can be encrypted.,gre security,encrypts gre data,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
hard,During key exchange what does IKE avoid sending directly across the network?,The key material itself,The IP header,The ESP trailer,The routing table,A,IKE does not send the key itself directly across the network during key exchange.,ike security,no sending across network,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
hard,Which IPSec-related protocol or mode uses an Integrity Check Value at the end of the protected structure?,ESP encapsulation,Authentication Header,IKE Phase 1,GRE,A,The ESP encapsulation example ends with an Integrity Check Value.,ipsec protocol table,esp integrity check value,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
easy,What user-facing part of a networked application is handled by the OSI Application layer?,What we see on the screen,Only the electrical signal,Only the MAC table,Only the routing metric,A,The OSI Application layer is the part the user sees directly.,osi application layer,seen on the screen,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which protocol operates at the OSI Application layer?,FTP,IPsec,TCP only,EUI 48,A,FTP operates at the OSI Application layer.,osi application layer,ftp protocol,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which email-related protocol operates at the OSI Application layer?,POP3,ARP,ICMP,SNMP,A,POP3 operates at the OSI Application layer as an email-related protocol.,osi application layer,pop3 protocol,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,From an end user's point of view what part of networking does the OSI Application layer represent?,Your eyeballs,Your patch panel,Your default gateway,Your optical transceiver,A,"From an end user's point of view, the OSI Application layer is what the user sees directly.",osi application layer,your eyeballs,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,"Besides character encoding, what security-related function does the OSI Presentation layer perform?",Encryption,Routing,Switching,Address translation,A,The OSI Presentation layer performs encryption in addition to character encoding.,osi presentation layer,encryption,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,How is the OSI Presentation layer grouped with the OSI Application layer in this material?,It is combined with the Application layer,It replaces the Application layer entirely,It only exists below Layer 3,It is the same as the Data Link layer,A,The OSI Presentation layer is combined with the OSI Application layer.,osi presentation layer,combined with application,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which protocol family operates at the OSI Presentation layer?,SSL/TLS,TCP/UDP,HTTP/FTP,SNMP/SIP,A,SSL/TLS operates at the OSI Presentation layer.,osi presentation layer,ssl tls protocol family,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,What kinds of protocols operate at the OSI Session layer?,Control protocols and tunneling protocols,Only routing protocols,Only file transfer protocols,Only address resolution protocols,A,Control protocols and tunneling protocols operate at the OSI Session layer.,osi session layer,control and tunneling protocols,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which nickname is used for the OSI Transport layer?,The post office layer,The routing layer,The eyeball layer,The switching layer,A,A nickname for the OSI Transport layer is the post office layer.,osi transport layer,post office nickname,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,What communication job does the OSI Transport layer perform?,Getting information from one side of a WAN to another,Displaying data on the screen,Connecting cables and connectors,Targeting computers by NIC,A,The OSI Transport layer gets information from one side of the WAN to another.,osi transport layer,wan side to side,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,What functional role best describes the OSI Network layer?,The routing layer,The switching layer,The post office layer,No nickname,A,The OSI Network layer is best described as the routing layer.,osi network layer,routing nickname,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which nickname is used for the OSI Data Link layer?,The MAC address or switching layer,The routing layer,The post office layer,The application layer,A,A nickname for the OSI Data Link layer is the MAC address or switching layer.,osi data link layer,mac switching nickname,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which technology identifier besides EUI-48 is used at the OSI Data Link layer?,EUI 64,IPv6,TLS 1.3,QSFP,A,EUI-64 is used at the OSI Data Link layer alongside EUI-48.,osi data link layer,eui 64,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,What does the OSI Physical layer handle?,Signals cabling and connectors,Application formatting,Session control,IP routing,A,"The OSI Physical layer handles signals, cabling, and connectors.",osi physical layer,signals cabling connectors,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which mnemonic correctly lists the OSI layers from Application down to Physical?,Please Do Not Transport Sausage Pizza with Anchovies,Please Send New Traffic Securely Across Paths,People Usually Need Layered Security Everywhere,Processing Data Needs Timing And Packets,A,`Please Do Not Transport Sausage Pizza with Anchovies` correctly lists the OSI layers from Application to Physical.,osi mnemonic,please do not transport sausage pizza with anchovies,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which alternate mnemonic correctly lists the OSI layers from Application down to Physical?,All People Seem to Need Data Processing,All Ports Should Terminate Near Devices Properly,All Packets Stay Together Near Destinations,Any Path Supports Transport Network Data,A,`All People Seem to Need Data Processing` correctly lists the OSI layers from Application to Physical.,osi mnemonic,all people seem to need data processing,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
medium,What frequency bands does Wi-Fi 4 use?,2.4 GHz and 5 GHz,5 GHz only,2.4 GHz only,2.4 GHz and 6 GHz,A,Wi-Fi 4 uses the 2.4 GHz and 5 GHz bands.,wifi standard,wifi 4 frequency pair,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What frequency bands does Wi-Fi 7 use?,2.4 GHz and 5 GHz and 6 GHz,5 GHz only,2.4 GHz only,6 GHz only,A,"Wi-Fi 7 uses the 2.4 GHz, 5 GHz, and 6 GHz bands.",wifi standard,wifi 7 frequencies,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,What download and upload speeds are associated with satellite service?,100 Mbit per second down and 5 Mbit per second up,10 Gbit per second down and 100 Mbit per second up,300 Mbit per second symmetric,54 Mbit per second half duplex,A,Satellite service provides 100 Mbit per second down and 5 Mbit per second up.,satellite service,full rate phrase,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.1 - Wireless Networking.md
medium,How are non-ephemeral ports described besides their numeric range?,Permanent ports,Temporary ports,Dynamic ports,Encrypted ports,A,Non-ephemeral ports are described as permanent ports.,port range,permanent ports wording,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.1 - Introduction to IP.md
medium,How are ephemeral ports described besides their numeric range?,Non permanent ports,Permanent ports,Privileged ports,Static ports,A,Ephemeral ports are described as non-permanent ports.,port range,non permanent ports wording,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.1 - Introduction to IP.md
easy,How far can a virtual private cloud extend across WAN links and VPNs?,It can span WAN links and VPNs,It stays inside one rack only,It works only on a local switch,It cannot cross a router,A,A virtual private cloud can span WAN links and VPNs.,vpc scope,span wan and vpns,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.3.1 - Designing The Cloud.md
easy,What use case fits a VPC private cloud gateway?,Connecting a homelab to Amazon Web Services for backup,Connecting a printer to a switch,Connecting a SAN to a patch panel,Connecting two phones over RJ11,A,A practical use case for a VPC private cloud gateway is connecting a homelab to Amazon Web Services for cloud backup.,vpc private cloud gateway,homelab aws backup scenario,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.3.1 - Designing The Cloud.md
medium,"When multiple private hosts access the internet through a NAT gateway, how does the NAT gateway know which internal host should receive each returning internet packet?",It keeps a translation table that maps each internal session to a translated public IP address and port,It broadcasts ARP requests across the internet for each returning packet,It changes the subnet mask so every internet server appears local,It sends all reply traffic to whichever internal host most recently transmitted a packet,A,A NAT gateway sends each returning internet packet to the correct private host by using a translation table for active sessions. That table maps each internal session to its translated public address and port. ARP is not used across the internet for this purpose.,vpc nat gateway,return traffic translation table,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.3.1 - Designing The Cloud.md
easy,"For internet-bound traffic that passes through NAT, what stored information lets the NAT device match each reply packet to the original internal client session?",The translation entry that records the internal and translated IP addresses and port numbers for the session,The destination server's MAC address from the remote network,A replacement subnet mask chosen after the packet leaves the LAN,The VLAN ID of the internal switch port only,A,"A NAT device matches each reply packet to the correct internal client by using the stored translation entry for that session, including the internal and translated addresses and port numbers. It does not rely on a remote server MAC address or on changing the subnet mask.",nat session matching,return traffic translation entry,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.3.1 - Designing The Cloud.md
easy,What extra appliance can be added alongside multiple WAN connections in a VPC design?,VPN hardware,Only RJ45 patch cords,Only an LTE modem,Only an optical splitter,A,This VPC design can add VPN hardware alongside multiple WAN connections.,vpc nat gateway,vpn hardware,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.3.1 - Designing The Cloud.md
easy,What analogy can describe a VPC endpoint?,Like a downtown skywalk between buildings,Like a fiber patch panel,Like a local loopback cable,Like an unmanaged hub,A,A VPC endpoint can be described as a private skywalk between connected resources.,vpc endpoint,skywalk analogy,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.3.1 - Designing The Cloud.md
easy,How can the no-data-transfer-charge benefit of a VPC endpoint be explained?,Like Amazon Prime but for sending internet traffic instead of packages,Like free public WiFi for all users,Like unlimited satellite bandwidth,Like a local serial console,A,A VPC endpoint avoids public-internet transfer charges on that private path.,vpc endpoint,amazon prime analogy,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.3.1 - Designing The Cloud.md
easy,What changes between the three VPC options while the underlying hardware stays the same?,The software and cloud configuration changes while the hardware stays the same,The hardware changes every time and the software stays fixed,Only the cable color changes,Only the optical wavelength changes,A,The software and cloud configuration change between the three VPC options while the underlying hardware stays the same.,vpc options difference,software config hardware same,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.3.1 - Designing The Cloud.md
easy,Which switching or forwarding data structure is associated with the SDN control layer along with the routing table?,The CAM table,The DNS cache,The ARP timeout,The HTTP session,A,The CAM table is associated with the SDN control layer along with the routing table.,sdn layers,cam table,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,What happens to remote network equipment when zero-touch provisioning is used?,It is automatically configured,It must be cabled by hand every time,It only works after local imaging,It cannot be remotely managed,A,"With zero-touch provisioning, remote network equipment is automatically configured.",sd wan feature,remote auto configured,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
easy,What kinds of underlying network can a transport-agnostic SD-WAN use?,Any type,Only MPLS,Only fiber,Only satellite,A,"When an SD-WAN is transport agnostic, the underlying network can be any type.",sd wan property,underlying network any type,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 4/1.8.1 - Software Defined Networking.md
hard,When AH protects traffic without encrypting the data what is added?,Additional hashing,Only compression,Only VLAN tags,Only MAC learning,A,The AH description says information is in the clear but includes additional hashing.,ipsec ah,clear with hashing repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
hard,What UDP port does ISAKMP use?,500,4500,161,443,A,ISAKMP uses UDP 500.,ike isakmp port,udp 500 repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
hard,What Phase 2 negotiates for IPSec directionality?,Inbound and outbound security associations,Only inbound ACLs,Only outbound NAT rules,Neither inbound nor outbound state,A,Phase 2 negotiates inbound and outbound security associations.,ike phase 2,inbound outbound sa repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.4.3 - other useful protocols.md
easy,"Besides fiber, what other media can an SFP support?",RJ45,Twinax only,BNC only,Coaxial,A,"Besides fiber, an SFP can support RJ45.",sfp capability,rj45 support,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
easy,What form of Ethernet wording is used?,10Gigabit ethernet,Fast Ethernet,Gigabit Passive Ethernet,Metro Ethernet only,A,SFP plus is common with 10Gigabit ethernet.,sfp plus use,10gigabit ethernet wording,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
hard,What total throughput does four-channel QSFP provide?,4 Gbps,40 Gbps,16 Gbps,1 Gbps,A,Four-channel QSFP provides four 1 Gbps channels for 4 Gbps total throughput.,qsfp throughput,4gbps total wording,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
hard,What total throughput does QSFP+ provide when it uses four 10 Gbps channels?,40 Gbps,4 Gbps,16 Gbps,100 Gbps,A,QSFP plus equals four 10 Gbps channels for 40 Gbps total.,qsfp plus throughput,40gbps wording,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
easy,What physical medium does QSFP can extend four separate links over?,Fiber,Copper only,Wireless,Serial,A,QSFP extends four separate links over fiber.,qsfp function,four links over fiber repeated,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.5 - Network Transceivers.md
easy,Which layer number is associated with the Application layer?,7,6,5,4,A,The Application layer is Layer 7.,osi layer numbers,application is 7,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which layer number is associated with the Presentation layer?,6,7,5,3,A,The Presentation layer is Layer 6.,osi layer numbers,presentation is 6,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which layer number is associated with the Session layer?,5,6,4,3,A,The Session layer is Layer 5.,osi layer numbers,session is 5,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which layer number is associated with the Data Link layer?,2,3,1,4,A,The Data Link layer is Layer 2.,osi layer numbers,data link is 2,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which layer number is associated with the Physical layer?,1,2,3,7,A,The Physical layer is Layer 1.,osi layer numbers,physical is 1,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.1.1 - Understanding the OSI Model.md
easy,Which hardware performs bridging in a switch context?,An ASIC,A proxy,A DNS server,A modem,A,The switch section says bridging is done in hardware and names the ASIC on the starred line beneath it.,switch hardware,asic bridging hardware,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.2.1 - Networking Devices.md
easy,Which firewall comparison is being made between traditional firewalls and next-generation firewalls?,Traditional versus NGFW,SaaS versus IaaS,Hub versus switch,Fiber versus copper,A,The comparison is Traditional versus NGFW.,firewall comparison,traditional vs ngfw,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.2.1 - Networking Devices.md
easy,What site-to-site networking capability can firewall-encrypted traffic provide?,A VPN between sites,A local patch panel,A multicast tree,A storage snapshot,A,Firewall-encrypted traffic can provide a VPN between sites.,firewall vpn,between sites wording,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 1/1.2.1 - Networking Devices.md
easy,What full name is represented by the connector acronym BNC?,Bayonet Neill Concelman,Baseband Network Connector,Braided Node Coupler,Bridge Network Cable,A,BNC stands for Bayonet Neill Concelman.,bnc connector,full long form,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,BNC connectors are commonly associated with which WAN link type?,DS3 WAN links,DSL subscriber loops,ISDN BRI,Frame relay PVCs,A,BNC connectors are commonly associated with DS3 WAN links.,bnc connector,ds3 wan links,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,Which two people were involved in the BNC name?,Paul and Carl,Alice and Bob,Steve and Bill,Linus and Ken,A,Paul Neill and Carl Concelman were involved in the BNC name.,bnc connector,paul and carl wording,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 3/1.5.7 - Copper Connectors.md
easy,What networking service level does 10GBASE-T represent?,10 Gigabit Ethernet,Gigabit Ethernet,Fast Ethernet,Metro Ethernet,A,10GBASE-T represents 10 Gigabit Ethernet.,ethernet standard,10gbase t description,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
easy,What networking service level does 1000BASE-T represent?,Gigabit Ethernet,10 Gigabit Ethernet,Fast Ethernet,Baseband Ethernet,A,1000BASE-T represents Gigabit Ethernet.,ethernet standard,1000base t description,courses/Network+/notes-content/Notes List C - Alex's Personal Notes/Day 2/1.5.2 - Ethernet Standards.md
