difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
hard,"A Wireshark capture during a remote session shows the following sequence: a TCP SYN to port 23 followed by cleartext strings ""Password:"" and ""enable"" and ""show running-config"". What protocol is in use; what is the security implication; and what is the replacement?",The session is using SSH on port 23 — SSH encrypts only the password field; the rest of the session is cleartext; the replacement is TLS,The session is using Telnet (port 23) — the security implication is that all session data including the password and every command is transmitted in cleartext; any device on the network path can capture credentials and full configuration details; the replacement is SSH which encrypts the entire session using a negotiated symmetric key,The session is using HTTP on port 23 — this is a web management session; the replacement is HTTPS,The session is using a proprietary Cisco protocol — cleartext is normal for internal management sessions on trusted networks,B,Telnet identification: port 23 + plaintext in capture. What an attacker sees: all keystrokes; all output. Risk chain: capture on any hop between admin PC and device → credentials → full device compromise. SSH replacement: port 22; encrypts with AES-256 (or similar); uses Diffie-Hellman key exchange; server authenticated via host key. Cisco IOS migration: transport input ssh; ip ssh version 2; crypto key generate rsa modulus 2048. Wireshark test: with SSH; session payload shows only encrypted binary — no readable text.,telnet security limitation,cleartext session identification and ssh replacement,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,An engineer has a /19 address block and must create subnets for three sites: Site A needs 2000 hosts; Site B needs 500 hosts; Site C needs 100 hosts. Using VLSM; assign the most efficient prefix to each site and confirm all three fit within the /19 parent block.,Site A gets /21 (2046 hosts); Site B gets /23 (510 hosts); Site C gets /25 (126 hosts) — but these exceed the /19 block so this allocation fails,Site A needs 11 host bits (2^11-2=2046 ≥ 2000) → /21; Site B needs 9 host bits (2^9-2=510 ≥ 500) → /23; Site C needs 7 host bits (2^7-2=126 ≥ 100) → /25; a /19 contains 2^13=8192 addresses; /21=2048 + /23=512 + /25=128 = 2688 total which is less than 8192 — all three fit,Site A gets /22 (1022 hosts — insufficient for 2000); the minimum must be /21,Site A gets /20; Site B gets /22; Site C gets /24 — each one size too large; wasting address space,B,VLSM sizing: 2000 hosts → need 11 host bits (2^11-2=2046) → /21. 500 hosts → need 9 host bits (2^9-2=510) → /23. 100 hosts → need 7 host bits (2^7-2=126) → /25. /19 total: 2^(32-19)=2^13=8192 addresses. Space check: 2048+512+128=2688 ≤ 8192 ✓. Example from 10.0.0.0/19: Site A=10.0.0.0/21; Site B=10.0.8.0/23; Site C=10.0.10.0/25. Remaining: 10.0.10.128–10.0.31.255 for future growth. VLSM rule: allocate largest subnet first to avoid fragmentation.,classless subnetting,vlsm multi-site allocation within a parent block,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,During a Cisco switch factory reset; a technician deletes config.text but forgets to delete vlan.dat. The switch boots without interface configuration. What specific residual behavior will the technician observe and why?,The switch boots as a completely unconfigured device — deleting config.text alone is sufficient for a full factory reset,The switch boots with no hostname; no passwords; and no interface IPs — but all VLANs (names and IDs stored in vlan.dat) will still be present; ports that were assigned to non-default VLANs remain in those VLANs; custom VLAN names persist; the reset is incomplete,The switch refuses to boot if vlan.dat exists after config.text is deleted — a ROMMON error occurs,Deleting config.text automatically removes vlan.dat as they are linked files — this scenario cannot occur,B,File roles on Cisco switch: config.text = NVRAM startup config (hostname; interfaces; passwords; AAA; spanning-tree). vlan.dat = VLAN database (VLAN IDs; names; VTP domain; trunk VLAN lists). Effect of partial reset: no passwords (open access); no interface IPs; default hostname Switch. BUT: custom VLANs still active; if interfaces had VLAN assignments stored in config.text those are gone — but VLAN definitions remain in vlan.dat. Full factory reset: BOTH files must be deleted. This is why the procedure explicitly lists both: del flash:config.text AND del flash:vlan.dat.,critical reset files,consequence of deleting only config.text,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,Given the IPv6 address 2001:0DB8:0000:0000:0000:0000:0000:0001; apply all valid abbreviation rules and show each step.,The address shortens to 2001:DB8:::::1 with five colons representing the five zero groups removed,Step 1 — drop leading zeros in each group: 2001:DB8:0:0:0:0:0:1. Step 2 — replace the longest consecutive run of all-zero groups with :: (only once per address): 2001:DB8::1. Final answer: 2001:DB8::1,The address cannot be abbreviated because abbreviation only applies when all eight groups are zeros,Leading zero removal gives 2001:DB8:0:0:0:0:0:1 but :: cannot be used because there must be at least 4 consecutive zero groups,B,IPv6 abbreviation rules (RFC 5952): Rule 1 — drop leading zeros within each group: 0DB8→DB8; 0000→0. After Rule 1: 2001:DB8:0:0:0:0:0:1. Rule 2 — replace one longest run of consecutive all-zero groups with :: (only ONE :: per address). Six consecutive zero groups → :: . After Rule 2: 2001:DB8::1. Expansion verification: 2001:DB8 + expand :: to fill 8 groups total (6×0000) + 0001 = 2001:0DB8:0000:0000:0000:0000:0000:0001 ✓. Invalid form: 2001:DB8::0::1 (two :: not allowed). :: must represent the longest run when ambiguous.,ipv6 structure,ipv6 abbreviation rules step by step,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,An organization uses 10.0.0.0/8 internally with all subnets on /24 masks. A security team identifies a rogue host at 10.255.200.47/24 communicating with 10.0.200.47/24. Are these on the same subnet and would a router be required?,Both hosts share the same subnet because they both use /24 masks and have the same third octet (.200),These are on different subnets — 10.255.200.47/24 is in network 10.255.200.0/24 while 10.0.200.47/24 is in network 10.0.200.0/24; the first octets differ (255 ≠ 0) so a router is required for communication,Both hosts are in the 10.x.200.0 range so they share a broadcast domain regardless of the first octet,With a /24 mask only the last octet determines subnet membership — both have .47 as host so they are on the same subnet,B,Subnet membership test (bitwise AND with 255.255.255.0): 10.255.200.47 AND 255.255.255.0 = 10.255.200.0. 10.0.200.47 AND 255.255.255.0 = 10.0.200.0. 10.255.200.0 ≠ 10.0.200.0 → different subnets → router required. A /24 mask uses all 24 of the first three octets to identify the network. Common misconception: only the last non-zero octet matters — all 24 network bits must match. Security context: rogue inter-subnet traffic visible in router logs; not in L2 switch logs.,ip-mask relationship,subnet membership test across large private space,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A Windows host running ipconfig /all shows IP Address 169.254.45.200 and Subnet Mask 255.255.0.0 with no default gateway. What does this indicate; what caused it; and what is the correct troubleshooting sequence?,169.254.x.x is a valid DHCP-assigned address — the blank gateway means the DHCP server omitted the gateway option,169.254.x.x is an APIPA (Automatic Private IP Addressing) address — the host attempted DHCP but received no response; Windows self-assigned from 169.254.0.0/16; the host has no internet access; troubleshoot by: (1) checking physical link; (2) verifying DHCP server availability; (3) running ipconfig /release then /renew; (4) checking DHCP scope for exhaustion,169.254.x.x is an RFC1918 address equivalent to 192.168.x.x — it indicates normal DHCP operation,The 169.254.x.x range is assigned by the ISP when NAT is misconfigured,B,APIPA details: RFC 3927; link-local scope. Range: 169.254.0.0/16. Trigger: 4 DHCP Discover broadcasts sent with no OFFER → self-assign after ~15 seconds. ARP probe used to check uniqueness before assignment. Symptoms: can reach other APIPA hosts on same segment; cannot reach router or internet. Troubleshooting: ping 127.0.0.1 (TCP/IP stack). ping 169.254.45.200 (adapter). Check cable/switch port LED. ipconfig /release then /renew. Check DHCP server: scope exhausted? service running? firewall blocking UDP 67/68? Distinct from RFC1918: RFC1918 routes within private network; 169.254/16 is self-assigned fallback only.,windows network command usage,apipa diagnosis and troubleshooting sequence,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,Convert decimal 200 to hexadecimal using the division-by-16 method; then verify by converting the hex result back to decimal.,200 in hex is 0xB8 — 200 ÷ 16 = 11 remainder 8; 11=B; result 0xB8; verify: 11×16+8=184 ≠ 200 (this is wrong),200 in hex is 0xC8 — divide: 200 ÷ 16 = 12 remainder 8; 12=C; 8=8; result 0xC8. Verify: (12×16^1)+(8×16^0) = 192+8 = 200 ✓,200 in hex is 0xD0 — 200 ÷ 16 = 13 remainder 0; 13=D; result 0xD0; verify: 13×16=208 ≠ 200 (wrong),200 in hex is 0xA8 — 10×16+8=168 ≠ 200 (wrong),B,Division method step by step: 200 ÷ 16 = 12 remainder 8. 12 ÷ 16 = 0 remainder 12. Read remainders bottom-up: 12 then 8. Hex digits: 12=C; 8=8. Result: 0xC8. Verification: C=12; (12×16)+(8×1)=192+8=200 ✓. Binary cross-check by nibbles: 200=11001000; split = 1100(C) 1000(8) → 0xC8 ✓. Network context: hex appears in subnet masks (0xFF=255; 0xC0=192; 0x80=128); MAC addresses; IPv6 addresses; and Wireshark packet dumps. Fluency in decimal↔hex↔binary is expected for packet analysis.,hexadecimal utility,decimal to hex conversion with verification,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A BGP router receives three paths to 192.0.2.0/24: Path 1 has LOCAL_PREF 200 and AS path length 3; Path 2 has LOCAL_PREF 100 and AS path length 1; Path 3 has LOCAL_PREF 200 and AS path length 2. Which path is selected and why?,Path 2 is selected because shortest AS path (1 hop) is the highest-priority BGP attribute,Path 1 is selected because it was received first and BGP prefers oldest eBGP paths when all other attributes tie,Path 3 is selected — LOCAL_PREF is evaluated before AS path length; Paths 1 and 3 both have LOCAL_PREF 200 (tie on first criterion); next is AS path length; Path 3 has length 2 versus Path 1's length 3; Path 3 wins; Path 2 is eliminated at the LOCAL_PREF step because 100 < 200,All three paths are installed in the routing table because BGP performs equal-cost multipath by default,C,BGP best path selection order: (1) Highest Weight (Cisco-specific). (2) Highest LOCAL_PREF — Paths 1 and 3 both=200; Path 2=100 eliminated here. (3) Locally originated (none). (4) Shortest AS path — Path 1=3 hops; Path 3=2 hops; Path 3 wins. Result: Path 3 selected. Key lesson: LOCAL_PREF is evaluated BEFORE AS path length — Path 2's shorter path is irrelevant once it loses on LOCAL_PREF. LOCAL_PREF is an iBGP attribute used to influence egress selection within an AS. Default LOCAL_PREF = 100 if not set.,bgp function,bgp path selection with local_pref and as path tiebreak,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A technician opens PuTTY to connect to a Cisco router via console cable on COM4 but sees only garbled characters. List the four serial settings that must match Cisco defaults and their required values.,Speed 115200; data bits 7; parity even; stop bits 2,Speed (baud rate) 9600; data bits 8; parity none; stop bits 1 — this 9600/8/N/1 combination is the Cisco default for console access; any single mismatch causes garbled output,Speed 9600; data bits 8; parity odd; stop bits 1 — parity odd is required for Cisco console authentication,Speed 19200; data bits 8; parity none; stop bits 1 — 19200 is required after IOS 15.x,B,Cisco console defaults: Speed=9600 bps; Data bits=8; Parity=None; Stop bits=1. Written as 9600-8-N-1. PuTTY path: Connection → Serial → Serial line=COM4; Speed=9600. Session type=Serial. Garbled output troubleshooting: wrong baud rate is most common — try 115200 for newer ASA/ISR devices. Wrong parity (e.g. even vs none) produces garbage. Flow control should be set to None. Hardware: RJ45-to-DB9 rollover (light blue) cable or USB console cable. If speed is wrong each character arrives as wrong value → unreadable output. Confirm COM port number in Device Manager.,terminal workflow on windows,cisco console serial settings 9600-8-n-1,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A host at 172.20.15.200/20 tries to ping 172.20.16.1. The ping fails. Using bitwise AND determine both hosts' network addresses and explain why a router is required.,172.20.15.200/20 and 172.20.16.1 are on the same /20 network — the ping fails due to a firewall rule,172.20.15.200 AND 255.255.240.0: third octet 15 AND 240 = 00001111 AND 11110000 = 0 → network 172.20.0.0/20. 172.20.16.1 AND 255.255.240.0: third octet 16 AND 240 = 00010000 AND 11110000 = 16 → network 172.20.16.0/20. Different networks → router required,For 172.20.15.200 the network is 172.20.15.0; for 172.20.16.1 it is 172.20.16.0 — these differ only in the third octet so they are in the same /20,The ping fails because 172.20.16.1 is the broadcast address of 172.20.15.200/20,B,/20 mask = 255.255.240.0. Third octet calculation: 240=11110000. 15=00001111 → AND=00000000=0. 16=00010000 → AND=00010000=16. Network 1: 172.20.0.0/20 (range 172.20.0.0–172.20.15.255). Network 2: 172.20.16.0/20 (range 172.20.16.0–172.20.31.255). /20 boundary falls exactly between .15.x and .16.x because 256-240=16 (third octet increments by 16). Router required to cross the /20 boundary. Trap: students see same first two octets and assume same network — the /20 mask uses 4 bits of the third octet for network identification.,ip-mask relationship,bitwise AND across a /20 subnet boundary,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,An organization receives the public block 203.0.113.0/24 from its ISP. The ISP obtained that block from ARIN. Trace the complete allocation chain starting from the authority that originally managed that address space and explain each step.,The allocation chain is: ICANN → ISP → organization — ARIN is not involved in public IP allocation,The complete chain is: IANA (global authority; managed by ICANN) allocates large address blocks to ARIN (the RIR for North America); ARIN assigns the 203.0.113.0/24 block (or a larger parent block) to the ISP after reviewing the ISP's justified need; the ISP sub-allocates 203.0.113.0/24 to the organization; the organization assigns individual addresses to its hosts,IANA assigns addresses directly to organizations — RIRs only handle IPv6 allocation; not IPv4,The chain is: DNS root servers → IANA → ISP → organization — DNS root servers control IP address allocation for top-level domains,B,Full allocation chain: IANA (Internet Assigned Numbers Authority; operated by ICANN) → global IP address space coordinator. Allocates large blocks (e.g. /8s) to 5 RIRs. ARIN (American Registry for Internet Numbers) → RIR for North America. Receives blocks from IANA; assigns to ISPs and large orgs based on demonstrated need. ISP → receives block from ARIN (e.g. 203.0.113.0/24 or larger). Sub-allocates to customers. Organization → assigns individual IPs to hosts; servers; network devices. Note: 203.0.113.0/24 is actually an RFC5737 documentation range — in real life this would be a legitimately allocated public block. IANA exhausted IPv4 in 2011; RIRs now manage remaining space.,allocation chain,full iana rir isp organization chain,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,What DNS configuration allows internal clients to resolve both internal hostnames and external internet hostnames when the internal DNS server has no direct internet connectivity?,,Configure a DNS forwarder on the internal DNS server pointing to an internet-capable DNS resolver (such as 8.8.8.8 or the ISP's DNS server) — the internal server answers queries for corp.local from its own zone data; for all other queries it forwards to the external resolver which has internet access,Add every external hostname as a static A record in the internal DNS zone — this eliminates the need for forwarding,Disable DNS on the internal server and point all clients directly to 8.8.8.8 so internal names resolve via the internet,Configure the internal DNS server as the authoritative server for the entire internet DNS namespace,B,DNS forwarder configuration: internal DNS server is authoritative for corp.local zone (answers fileserver.corp.local queries from local zone data). For unknown names (e.g. www.example.com): server forwards query to configured forwarder (8.8.8.8). Forwarder resolves on behalf of internal server; returns answer. Internal server caches and returns to client. Result: internal names resolve locally; external names resolve via forwarder. Conditional forwarder variant: forward specific external domains to specific resolvers. Client perspective: all queries go to internal DNS — no direct internet DNS exposure. Benefit: central control; caching; logging of all DNS queries.,dns administration context,dns forwarder for split internal external resolution,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A classful Class B network 172.16.0.0 has been assigned to an organization. Without subnetting; how many host addresses are available; what is the default mask; and how does this compare to the actual RFC1918 172.16.0.0/12 block?,Class B 172.16.0.0 with default /16 mask provides 2^16-2=65534 usable hosts; the RFC1918 172.16.0.0/12 block is larger — it spans from 172.16.0.0 to 172.31.255.255 providing 2^20=1048576 total addresses,Class B 172.16.0.0 with default /16 mask provides 2^8-2=254 hosts — the same as a Class C network,Class B 172.16.0.0 default mask is /24 providing 2^8-2=254 hosts per subnet,Class B networks have a default mask of /12 — so 172.16.0.0 classful and RFC1918 are identical,A,Classful Class B: default mask = /16 (255.255.0.0). Host bits = 32-16 = 16. Total addresses: 2^16 = 65536. Usable hosts: 65536-2 = 65534 (subtract network and broadcast). Range: 172.16.0.0 to 172.16.255.255. RFC1918 172.16.0.0/12: /12 mask = 255.240.0.0. Host bits = 32-12 = 20. Total: 2^20 = 1048576. Range: 172.16.0.0 to 172.31.255.255. Comparison: /12 block is 16× larger than the classful /16. The /12 encompasses 172.16.x.x through 172.31.x.x — 16 class B networks. This distinction matters: RFC1918 assigns the entire /12; but individual organizations typically subnet within it.,classful historical sizing,class b default mask vs rfc1918 172.16/12 scope,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,An IPv6 address is written as FE80::1. What type of address is this; what is its scope; and why does this address appear on every IPv6-enabled interface even without any manual configuration or DHCPv6?,FE80::1 is a global unicast address — it is manually assigned and only appears after explicit configuration,FE80::1 is a link-local address — addresses beginning with FE80::/10 are automatically generated on every IPv6-enabled interface using the EUI-64 process or random generation; they are scoped to the local link only and are never routed beyond that segment; their purpose is neighbor discovery; router discovery; and stateless autoconfiguration,FE80::1 is a multicast address used for router advertisement messages to all hosts on a segment,FE80::1 is a loopback address equivalent to 127.0.0.1 in IPv4 — it tests the local IPv6 stack without sending traffic on the wire,B,IPv6 link-local addresses: prefix FE80::/10 (FE80 through FEBF). Scope: link-local (Layer 2 segment only; not routed). Autoconfiguration: every IPv6-capable interface generates a link-local address automatically — no DHCP or manual config needed. Generation methods: EUI-64 (derived from MAC address with FF:FE inserted); or random (RFC 4941 privacy extensions). Purpose: Neighbor Discovery Protocol (replaces ARP); Router Solicitation/Advertisement; Stateless Address Autoconfiguration (SLAAC). Notation: FE80::1 expands to FE80:0000:0000:0000:0000:0000:0000:0001. Always present: even if IPv6 is disabled at network level; link-local auto-assigns on the interface.,ipv6 structure,link-local fe80 prefix autoconfiguration,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A company has two internet connections: ISP-A and ISP-B. Their edge router runs BGP with both ISPs. They want all outbound traffic to prefer ISP-A unless it is unavailable. Which BGP attribute is manipulated to achieve this; on which router is it configured; and what happens if ISP-A fails?,BGP MED (Multi-Exit Discriminator) is set higher on ISP-A's path — MED is the primary outbound path attribute and higher values are preferred,LOCAL_PREF is set higher on the routes learned from ISP-A (e.g. LOCAL_PREF 200) versus ISP-B (LOCAL_PREF 100) — LOCAL_PREF is configured on the organization's own edge router; it influences outbound path selection within the AS; if ISP-A's BGP session goes down those routes lose their LOCAL_PREF 200 and routes from ISP-B (LOCAL_PREF 100) become the best path automatically,AS path prepending is applied to ISP-B advertisements to make the ISP-A path appear shorter — AS path prepending controls inbound traffic; not outbound,LOCAL_PREF is configured on the ISP's router — the organization requests ISP-A to set a higher LOCAL_PREF for all routes,B,Outbound traffic engineering with BGP: LOCAL_PREF = iBGP attribute (shared within the AS). Set on the edge router when routes are received from ISPs. ISP-A routes: set LOCAL_PREF 200. ISP-B routes: set LOCAL_PREF 100. BGP selects highest LOCAL_PREF → all outbound traffic exits via ISP-A. Failover: if ISP-A BGP session drops → routes with LOCAL_PREF 200 withdraw → ISP-B routes (100) become best path → traffic automatically reroutes. Convergence time: typically seconds to minutes depending on BGP timers. Contrast: MED influences inbound traffic from a neighboring AS; AS path prepending influences inbound from multiple upstream ASes.,bgp function,local_pref for outbound path preference and failover,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A network engineer needs to determine if host 192.168.50.130 belongs to the subnet 192.168.50.128/25. Without a calculator; explain the binary test and state the result.,192.168.50.130 is NOT in 192.168.50.128/25 because the host portion (130-128=2) exceeds the /25 boundary,To test: apply the /25 mask (255.255.255.128) to 192.168.50.130 using bitwise AND. Fourth octet: 130=10000010 AND 128=10000000 = 10000000 = 128. Result: 192.168.50.128 — which equals the network address 192.168.50.128; therefore 192.168.50.130 IS in the subnet 192.168.50.128/25,192.168.50.130 cannot be in a /25 subnet because .130 exceeds the /25 boundary of .128,To test membership divide the host address by the subnet size: 130÷128=1.015 — a non-integer result means the host is not in the subnet,B,/25 network test: mask = 255.255.255.128 = 11111111.11111111.11111111.10000000. 130 = 10000010. 128 = 10000000. 130 AND 128 = 10000000 = 128. Network address = 192.168.50.128 ✓ (matches the subnet). Subnet range: 192.168.50.128 (network) to 192.168.50.255 (broadcast). 192.168.50.128/25 range: .128–.255 (128 addresses; 126 usable). 192.168.50.130 is within .128–.255 → confirmed member. Quick mental check: /25 splits a /24 in half at .128; any address .128–.254 is in the upper half; .130 qualifies.,prefix-to-mask conversion,subnet membership test for /25,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,An administrator configured a Cisco switch with a Telnet password and enable secret. Six months later they need remote access but have forgotten both passwords. The console cable is available. Describe the complete password recovery procedure and which files are involved.,There is no password recovery for Cisco switches — the only option is to buy a replacement switch,Boot the switch to ROMMON by holding the MODE button during power-on; run flash_init to mount flash; rename or delete config.text (the startup config containing the passwords); boot the switch — it starts with no passwords; reconnect via console; reconfigure and save; optionally restore previous config if it was renamed rather than deleted,Boot to ROMMON and run the password-recovery command — this is built into ROMMON and resets passwords without deleting configuration,"Connect via Telnet using the default factory password ""cisco"" — all Cisco devices have this backdoor password for recovery purposes",B,Cisco switch password recovery steps: 1. Connect console cable. 2. Power off switch. 3. Hold MODE button and power on → release when ROMMON prompt appears. 4. flash_init → mounts flash filesystem. 5. dir flash: → locate config.text. 6. rename flash:config.text flash:config.old (safer than delete — preserves config). 7. boot → switch boots with no startup config (no passwords). 8. After boot: copy flash:config.old startup-config. 9. reload → switch loads old config. 10. In privileged mode: enable secret <new-password>. 11. copy running-config startup-config. Files involved: config.text (startup config with passwords). vlan.dat (not relevant to password recovery).,cisco switch factory reset path,password recovery procedure using rommon,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A Class A address 10.0.0.0 is used by a large enterprise. They need to create exactly 1000 subnets while maximizing host addresses per subnet. What prefix length should be used and how many usable hosts does each subnet provide?,Use /22 — this gives 1022 subnets and 1022 hosts which is not balanced,Starting from /8 (Class A default); need to borrow enough bits to create ≥ 1000 subnets. 2^10 = 1024 ≥ 1000 → borrow 10 bits → prefix /18. Each /18 subnet has 32-18=14 host bits → 2^14-2 = 16382 usable hosts per subnet,Starting from /8; borrow 9 bits: 2^9=512 < 1000 (insufficient); borrow 10 bits: 2^10=1024 ≥ 1000 → /18 is correct; but borrowing 11 bits (/19) gives 2048 subnets with only 8190 hosts — /18 is the minimum that meets the 1000-subnet requirement,Use /24 — this gives 65536 subnets of Class A with 254 hosts each,B,Subnet calculation from Class A /8: need 1000 subnets. 2^9 = 512 (insufficient). 2^10 = 1024 ≥ 1000 → borrow 10 bits. New prefix: /8 + 10 = /18. Subnet mask: 255.255.192.0. Host bits remaining: 32-18 = 14. Usable hosts per subnet: 2^14-2 = 16382. Total subnets: 1024. Summary: 10.0.0.0/18; 10.0.64.0/18; 10.0.128.0/18; etc. Tradeoff: borrowing minimum bits (10) maximizes remaining host bits. Borrowing 11 bits (/19) would give 2048 subnets but only 8190 hosts — acceptable if more subnets needed later.,classful historical sizing,class a subnetting to meet subnet count requirement,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A technician uses nslookup to query an internal DNS server for an external hostname and receives the correct IP. They then query the same hostname directly against 8.8.8.8 and also receive the correct IP. However; users report the hostname resolves to the wrong IP when browsing. What is the most likely cause?,The DNS server has a TTL of 0 on all records — this forces re-resolution each time and causes inconsistency,The client machine has a stale DNS cache entry overriding both DNS servers — the client's local cache (populated before the DNS record changed) is returning the old IP; running ipconfig /flushdns on the client would clear the cached entry and allow fresh resolution,The browser uses a different DNS protocol than nslookup — browsers use mDNS while nslookup uses standard DNS,Both DNS servers are returning incorrect data — a BGP route hijack is redirecting DNS traffic,B,DNS resolution order on Windows: (1) Local hosts file (C:\Windows\System32\drivers\etc\hosts). (2) Local DNS resolver cache (ipconfig /displaydns to view). (3) DNS server query. nslookup bypasses the local cache and queries the server directly — so nslookup showing correct results while browsing shows wrong results points to a stale local cache. Fix: ipconfig /flushdns → clears resolver cache. Verify: ipconfig /displaydns before and after flush. Also check hosts file for manual overrides. TTL: DNS caches entries for the record's TTL duration — a recently changed record may be cached with the old value for hours.,dns administration context,stale client dns cache vs server resolution,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,A netstat -an output shows a local address of 0.0.0.0:80 in LISTEN state and a local address of 127.0.0.1:3306 in LISTEN state. What is the security difference between these two bindings?,Both bindings are equally accessible — the IP address in the local address field is only used for logging purposes,0.0.0.0:80 means the web service accepts connections on ALL network interfaces (accessible from any IP that can reach this host); 127.0.0.1:3306 means the database service is bound only to the loopback interface and is inaccessible from any remote host — this is a security best practice for services that should only be accessed locally by the web application on the same machine,0.0.0.0:80 means IPv6 is disabled; 127.0.0.1:3306 means IPv6 is enabled on the database,127.0.0.1:3306 is more exposed because loopback addresses are routed to all interfaces on modern operating systems,B,Socket binding security: 0.0.0.0 = wildcard bind — service listens on all interfaces (LAN; WAN; loopback). Any host that can reach the server on port 80 can connect. 127.0.0.1 = loopback bind — packets to 127.x.x.x are handled entirely in software; never reach the NIC. No remote host can connect to 127.0.0.1:3306 regardless of firewall rules. Best practice: databases (MySQL/MariaDB 3306; PostgreSQL 5432) bind to 127.0.0.1 — only local applications (web server on same host) can connect. Web servers bind to 0.0.0.0:80 or 0.0.0.0:443 to accept internet connections. Defense in depth: even if firewall is misconfigured; 127.0.0.1 binding prevents remote access.,windows network command usage,netstat binding 0.0.0.0 vs 127.0.0.1 security,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,How many bits does an IPv6 address contain; how many hex digits are needed to represent it fully; and what is the maximum decimal value of a single 16-bit group?,IPv6 contains 64 bits; needs 8 hex digits; and the maximum value per group is 255,IPv6 contains 128 bits; needs 32 hex digits total (displayed as 8 groups of 4 hex digits); and the maximum decimal value of a single 16-bit group is 65535 (2^16-1 = 0xFFFF),IPv6 contains 128 bits; needs 16 hex digits (one per byte); and the maximum per group is 4095,IPv6 contains 256 bits to provide the expanded address space; each group is 32 bits with maximum value 4294967295,B,IPv6 math: 128 bits total. Each hex digit = 4 bits. 128 ÷ 4 = 32 hex digits. Displayed in 8 groups of 4 hex digits (8 × 16 bits = 128). Maximum per group: 0xFFFF = 1111111111111111 binary = 2^16-1 = 65535 decimal. Example full address: 2001:0DB8:85A3:0000:0000:8A2E:0370:7334. Each group range: 0000 (0) to FFFF (65535). Comparison: IPv4 = 32 bits; 4 octets; max octet = 255 (2^8-1). IPv6 group = 16 bits vs IPv4 octet = 8 bits — IPv6 groups are twice as wide. Total IPv6 addresses: 2^128 ≈ 3.4×10^38.,ipv6 structure,ipv6 bit count hex digit count and group max value,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
hard,An engineer is given a /16 block and asked to subnet it into the maximum number of /29 subnets. How many /29 subnets fit; and how many usable hosts does each provide?,A /16 contains 256 /29 subnets with 6 usable hosts each,A /16 contains 2^(29-16) = 2^13 = 8192 /29 subnets; each /29 has 32-29=3 host bits → 2^3-2 = 6 usable hosts per subnet,A /16 can be divided into 4096 /29 subnets each with 8 usable hosts,A /16 divided into /29 subnets gives 1024 subnets with 30 usable hosts each,B,/16 to /29 calculation: bits borrowed = 29-16 = 13. Number of /29 subnets: 2^13 = 8192. Each /29 host bits: 32-29 = 3. Total addresses per /29: 2^3 = 8. Usable: 8-2 = 6 hosts. Mask for /29: 255.255.255.248 (248=11111000). Example: 10.0.0.0/16 → first /29 = 10.0.0.0/29; second = 10.0.0.8/29; ... increment = 8 in last octet; wraps through all 256 values of third octet then second. Verification: 8192 subnets × 8 addresses = 65536 = 2^16 ✓. Use case: /29 is common for point-to-point links or small server subnets needing exactly 6 host addresses.,prefix-to-mask conversion,/16 divided into maximum /29 subnets,/home/citadel/Documents/citavault/NETC-121/MASTER LIST/Master List.md
